renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
"My depression and anxiety has taken so much from me, driven off friends, ruined relationships. I hate who I am. I don’t want to be this person. I’m tired of being a burden on other’s lives. I want to be normal",depression anxiety taken much driven friends ruined relationships hate dont want person tired burden others lives want normal,negative,0.93999511,sadness,0.966842413,non_irony,0.710744381,
I hate that the one time my mom actually apologized to me for not providing what I needed for my anxiety &amp; depression as a child I automatically felt SO BAD I was coming up with excuses for her to make her feel better. Why am I like this😬,hate one time mom actually apologized providing needed anxiety amp depression child automatically felt bad coming excuses make feel better like,neutral,0.511481047,sadness,0.963767409,irony,0.920306861,
"I have officially given up all hope that I’m gonna be happy, a teacher, or even successful at this point. I hate myself in every conceivable way possible... I wanna just lay here and cry. Depression has ruined my day.",officially given hope gonna happy teacher even successful point hate every conceivable way possible wanna lay cry depression ruined day,negative,0.752261639,sadness,0.980654061,non_irony,0.63822484,
"⚠️RANT⚠️

I’m sick of having to constantly hide my depression and stop myself from crying... it’s just getting worse.... I can’t handle it anymore... im tired of suffering thru it and the causes of it aren’t ever fucking getting better.... it’s fucking getting worse... I hate it.",rant sick constantly hide depression stop crying getting worse cant handle anymore tired suffering thru causes arent ever fucking getting better fucking getting worse hate,negative,0.981934965,sadness,0.730242074,non_irony,0.78960371,
@clearily @KimGlasier I just spent the past week stuck in my bed. I’ve lost multiple friends jobs family relationships and relationships. My worst days I look in the mirror and look past myself. Today has been the first day I’ve gotten out of bed and showered. I hate this “depression trend”,spent past week stuck bed ive lost multiple friends jobs family relationships relationships worst days look mirror look past today first day ive gotten bed showered hate depression trend,negative,0.955358267,sadness,0.9764238,non_irony,0.825970471,
@Rude_Astrology hi u probably wont see this but is there any reason for my depression and self hate to be so high lately?? im a gem aque gem,probably wont see reason depression self hate high lately gem aque gem,negative,0.568146646,sadness,0.975658,non_irony,0.862305403,
"Having Depression sucks and anxiety sucks and i hate how no matter how hard I work at overcoming it over the years within myself I still succumb to it because it’s just how my body is 

It is very frustrating and makes me feel worse lol.",depression sucks anxiety sucks hate matter hard work overcoming years within still succumb body frustrating makes feel worse lol,negative,0.973956048,sadness,0.96282649,non_irony,0.706549406,
@wangdeul @93whmx the hate id get. Especially because my depression makes me really susceptible to those kind of things,hate get especially depression makes really susceptible kind things,negative,0.778604627,sadness,0.971820652,irony,0.935091257,
"This woman changed my life, she saved me from suicide and depression so many times. She inspires me everyday and I'm so thankful to have her in my life ❤️ @Alyssa_Milano  

(I know haters gonna hate and comment, I don't care anymore. Because you can't change my mind.) https://t.co/70uNKlLG9V",woman changed life saved suicide depression many times inspires everyday thankful life know haters gonna hate comment care anymore change mind,positive,0.772119939,optimism,0.848874569,non_irony,0.737438262,
"@s8n Thank you Satan. Seriously, depression is hitting hard this season and I hate my job. I hope this month is going well for you🖤",thank satan seriously depression hitting hard season hate job hope month going well,negative,0.572975397,sadness,0.970935285,irony,0.648882389,
"This hasn’t been helping my mental health and the election plunged me further into depression. Again, being made to feel trapped in an industry I hate with no way out.",hasnt helping mental health election plunged depression made feel trapped industry hate way,negative,0.962924004,sadness,0.971440732,non_irony,0.594840109,
I hate my depression on god I do,hate depression god,negative,0.975080132,sadness,0.933557034,non_irony,0.629095078,
"There's 2 major reasons that I HATE that my brother lives with me. 
1. He puts his ""I'm too lazy to wash them cause I'd rather play video games"" dishes on top of my depression dishes.
2. I can't use my laundry chute cause my clothes would fall right on top of him.",major reasons hate brother lives puts lazy wash cause rather play video games dishes top depression dishes use laundry chute cause clothes would fall right top,negative,0.934972584,sadness,0.6478194,non_irony,0.681593478,
"@LouiseTilbrook1 Same😐 Was trying to explain to someone how the number of strands of lights I have outside is directly related to my seasonal depression. More lights=more depression. If I didn't hate ladders so much, my roofline would be lit as well! https://t.co/qssG53EEkO",trying explain someone number strands lights outside directly related seasonal depression lights depression hate ladders much roofline would lit well,negative,0.491997242,sadness,0.969722807,non_irony,0.792750061,
"@closesandopens The worst thing that happens during (well, before) my period is that my depression worsens. But just really hate getting them and I don’t intend to ever get pregnant so I just do not see the point.

As for HRT, I’ll be on the waiting list for any kind of treatment for 2 more yrs",worst thing happens well period depression worsens really hate getting dont intend ever get pregnant see point hrt ill waiting list kind treatment yrs,negative,0.9626683,sadness,0.961844683,non_irony,0.865206718,
